,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20
Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.568822544993633e-08,2.568822544993633e-08,2.568822544993633e-08,2.568822544993633e-08,2.568822544993633e-08,2.568822544993633e-08,5.137645089987266e-08,5.137645089987266e-08,5.137645089987266e-08,1.0275290179974533e-07,1.54129352699618e-07,1.54129352699618e-07,1.54129352699618e-07,1.54129352699618e-07,1.54129352699618e-07,2.31194029049427e-07,2.31194029049427e-07,4.110116071989813e-07,4.110116071989813e-07,4.3669983264891767e-07,5.651409598985993e-07,7.449585380481536e-07,8.220232143979626e-07,1.1045936943472623e-06,1.2073465961470076e-06,1.2073465961470076e-06,1.2844112724968168e-06,1.2844112724968168e-06,1.3614759488466257e-06,1.618358203345989e-06,1.7467993305956707e-06,2.157810937794652e-06,3.313781083041787e-06,3.6477280138909593e-06,4.212868973789558e-06,4.3926865519391125e-06,4.778009933688158e-06,5.2917744426868846e-06,5.67709782443593e-06,5.933980078935293e-06,6.036732980735038e-06,6.6018739406336376e-06,7.1156384496323644e-06,7.346832478681791e-06,8.014726340380136e-06,8.322985045779372e-06,9.710149220075934e-06,1.0352354856324342e-05,1.1045936943472623e-05,1.2510165794118994e-05,1.3255124332167149e-05,1.4436782702864219e-05,1.4745041408263456e-05,1.492485898641301e-05,1.5849635102610717e-05,1.7416616855056835e-05,1.7467993305956707e-05,1.8932222156603078e-05,2.003681585095034e-05,2.1244162447097347e-05,2.3068026454042827e-05,2.3453349835791873e-05,2.432674950108971e-05,2.5020331588237988e-05,2.640749576253455e-05,2.8693747827578885e-05,2.9053382983877994e-05,3.0851558765373536e-05,3.226441116512003e-05,3.321487550676768e-05,3.3805704692116217e-05,3.462772790651418e-05,3.5064427739163095e-05,3.7093797549708064e-05,3.866077930215418e-05,3.986812589830119e-05,4.071583733814909e-05,4.349016568674221e-05,4.418374777389049e-05,4.664981741708438e-05,4.8422304973129986e-05,5.320031490681814e-05,5.540950229551267e-05,5.7336119204257896e-05,6.524809264283829e-05,7.796376424055677e-05,8.780235458788238e-05,9.638222188816112e-05,0.00011236029811802152,0.00011950162479310382,0.0001334760194378692,0.0001449329679885408,0.00015410366447416807,0.00017113495794747585,0.00021079757804217755,0.00021860679857895818,0.00022762336571188584,0.00024005646682965503,0.00024247116002194905,0.0002537482909944711,0.000269931873027931,0.00027869155790635926,0.00028228790946935035,0.0002922549409439257,0.00034229560412040165,0.0003767692026742162,0.0003821637300187028,0.00042192910301520426,0.00043279522238052733,0.00046624129191634445,0.0005135076267442273,0.000519672800852212,0.000539478422674113,0.0005419958687682067,0.0005557904458348225,0.0005601060677104118,0.0005613647907574587,0.0005684547409816411,0.0005709464988502849,0.0005719740278682824,0.0005780364490744674,0.0006049577093460006,0.000614899052595126,0.0006241725019825531,0.0006277431653200941,0.0006374533145401701,0.000640304707565113,0.000640330395790563,0.0006451340939497011,0.0006617543758158099,0.0006634497986955057,0.000668947078941792,0.0006791709926708667,0.0006798902629834649,0.0006840260672809047,0.0006848480904953026,0.0006869545249821974,0.0006879563657747449,0.0006882389362546942,0.0006882903127055941,0.0006924774934539337,0.0006924774934539337,0.0006945068632644787,0.0006971270622603722,0.0006989766144927677,0.0007005692844706637,0.0007005692844706637,0.0007078647404984455,0.0007130794502647826,0.0007205033474198143,0.0007212483059578624,0.0007212483059578624,0.0007330392014393832,0.0007331676425666329,0.0007331676425666329,0.0007331676425666329,0.0007331676425666329,0.0007466539609278495,0.0007552595164535781,0.0007552595164535781,0.0007595237618782675
Albania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4748766418792135e-07,3.4748766418792135e-07,3.4748766418792135e-07,3.4748766418792135e-07,3.4748766418792135e-07,3.4748766418792135e-07,3.4748766418792135e-07,6.949753283758427e-07,6.949753283758427e-07,6.949753283758427e-07,1.3899506567516854e-06,1.3899506567516854e-06,2.084925985127528e-06,5.21231496281882e-06,7.64472861213427e-06,7.99221627632219e-06,1.3552018903328931e-05,1.4246994231704775e-05,1.4941969560080616e-05,1.9111821530335673e-05,2.328167350059073e-05,2.849398846340955e-05,3.196886510528876e-05,3.683369240391966e-05,4.1351032038362636e-05,4.3088470359302246e-05,4.760580999374522e-05,5.316561262075196e-05,6.115782889707416e-05,6.532768086732921e-05,7.123497115852387e-05,7.644728612134269e-05,8.339703940510112e-05,8.860935436791994e-05,9.45166446591146e-05,9.590659531586629e-05,0.00010528876224894017,0.0001073736882340677,0.0001139759538536382,0.00011814580582389325,0.00012266314545833623,0.00012891792341371882,0.00013308777538397387,0.00014316491764542358,0.00014629230662311488,0.00014941969560080618,0.00015219959691430954,0.0001563694488845646,0.00016019181319063173,0.00016853151713114184,0.00017409131975814859,0.00018034609771353118,0.00019111821530335674,0.0001952880672736118,0.00019945791924386684,0.00020884008617694073,0.00021752727778163875,0.00022100215442351795,0.0002262144693863368,0.00022864688303565224,0.00023663909931197444,0.0002380290499687261,0.0002477587045659879,0.0002498436305511154,0.000251928556536243,0.0002557509208423101,0.0002588783098200014,0.00025922579748418933,0.00026339564945444436,0.0002686079644172632,0.0002741677670442699,0.0002786851066787129,0.00028077003266384045,0.00028285495864896796,0.0002852873722982834,0.0002873722982834109,0.00029049968726110225,0.0002936270762387935,0.00029744944054486066,0.00030717909514212246,0.00030926402112724997,0.0003144763360900688,0.0003162137744110084,0.0003210786017096393,0.00032351101535895474,0.00032351101535895474,0.0003276808673292098,0.00033324066995621654,0.00033775800959065955,0.000340190423239975,0.0003454027382027938,0.00035235249148655225,0.0003599972200986865,0.0003718118006810758,0.00037354923900201543,0.00037528667732295506,0.00037910904162902215,0.0003825839182709014,0.0003874487455695323,0.0003909236222114115,0.00040169573980123707,0.00040621307943568003,0.0004093404684133713,0.00041802766001806935,0.00043088470359302247,0.0004392244075335326,0.0004513864757801098,0.00046876085898950586,0.00048613524219890195,0.0005000347487664188,0.0005198415456251303,0.0005285287372298283,0.0005493779970811036,0.0005657099172979359,0.0005782194732087011,0.0005945513934255334,0.0006021961220376677,0.0006188755299186879,0.0006341649871429565,0.0006511918826881646,0.0006654388769198694,0.0006810758218083258,0.000684550698450205,0.0007085273472791716,0.0007328514837723261,0.0007502258669817222,0.0007616929598999236,0.0007787198554451317,0.0008065188685801654,0.0008252832024463132,0.0008419626103273334,0.0008565570922232261,0.0008735839877684343,0.0008975606365974008,0.0009194523594412399,0.0009507262492181528,0.00096288831746473,0.000979915213009938,0.0010038918618389047,0.0010205712697199248,0.0010355132392800056,0.001055320036138717,0.0010803391479602474,0.0010848564875946905,0.0011064007227743415,0.001113002988393912,0.0011143929390506637,0.00114844673014108,0.001161651261380221,0.0011870178608659394,0.0012026548057543958,0.0012304538188894294,0.0012436583501285704,0.0012804920425324902,0.0013065536173465842,0.0013305302661755507,0.0013600667176315241,0.0013798735144902356,0.0013975953853638196,0.0014059350893043296,0.0014257418861630413,0.0014462436583501286,0.0014677878935297796,0.0015067065119188268,0.0015390228646883035,0.0015921884773090556
Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0524027216410793e-07,2.2804474684900882e-07,3.420671202735132e-07,3.648715949584141e-07,3.648715949584141e-07,3.648715949584141e-07,4.3328501901311675e-07,9.349834620809361e-07,9.805924114507379e-07,1.0718103101903414e-06,1.8699669241618722e-06,1.8699669241618722e-06,9.805924114507379e-07,1.9611848229014757e-06,1.2314416329846476e-06,1.2542461076695485e-06,1.3682684810940528e-06,1.4138774304638547e-06,1.6419221773128635e-06,2.0524027216410795e-06,2.713732487503205e-06,3.3522577786804296e-06,3.808347272378447e-06,5.016984430678194e-06,5.5186828737460135e-06,5.997576842128932e-06,6.97816925357967e-06,1.0079577810726189e-05,1.3272204266612313e-05,1.5073757766719482e-05,1.676128889340215e-05,2.0159155621452378e-05,2.0843289861999407e-05,2.3192150754544198e-05,2.380787157103652e-05,2.5791860868622896e-05,2.7593414368730065e-05,2.875644257766001e-05,3.2427963001929054e-05,3.3819035957708005e-05,3.521010891348696e-05,3.6623986343950815e-05,4.018148439479535e-05,4.1572557350574304e-05,4.328289295194187e-05,4.4081049565913406e-05,4.5380904622952755e-05,4.761574314207304e-05,4.893840267379729e-05,5.0831174072644064e-05,5.1857375433464605e-05,5.3157230490503954e-05,5.470793476907722e-05,5.616742114891087e-05,5.7854952275593536e-05,6.0956360832740054e-05,6.398935596583187e-05,6.73872226938821e-05,6.932560304209868e-05,7.25182294979848e-05,7.634938124504816e-05,8.01121195680568e-05,8.164001937194515e-05,8.408009816322955e-05,8.681663512541766e-05,9.010047948004338e-05,9.247214484727307e-05,9.532270418288569e-05,9.82188724678681e-05,0.0001034410971707104,0.00010574434911388539,0.00011032804852555046,0.00011443285396883262,0.00012277929170350635,0.00012214076641232913,0.00012622276738092638,0.00013117133838754988,0.00013470603196370952,0.00013819511659049935,0.00014127372067296095,0.00014597144245805053,0.00014948333155952528,0.00015356533252812253,0.00015714563505365197,0.00015912962435123834,0.00016289236267424698,0.00016713399496563855,0.00016930042006070415,0.00017135282278234523,0.00017502434320661428,0.00017801172939033627,0.00018234457958046744,0.0001841005241312048,0.0001865406029224892,0.00019094186653667507,0.0001941116885178763,0.0001968026165306946,0.0001993567176954035,0.00020270897547408393,0.00020571916613249086,0.00020891179258837698,0.00021132906690497647,0.00021461291125960218,0.00021744066612052992,0.00022031402993082742,0.00022343824296265885,0.00022692732758944868,0.00023018836746938948,0.00023415634606456225,0.00024124853769156643,0.00024649356686909363,0.00024993704254651366,0.00025700642969883294,0.0002683858625665985,0.000276549864503793,0.00028377888297890656,0.000292877868378182,0.00029787204833417534,0.000303459144631976,0.00031071096758177453,0.00032199918255080044,0.00032218161834827964,0.0003364572195010276,0.00034291088583685453,0.0003494329655967362,0.00036104044321135073,0.00036849750643331333,0.00037597737412996084,0.0003833888284025536,0.00039061784687766717,0.00039878184881486173,0.00040468820775825103,0.00041262416494859656,0.000421723150347872,0.0004219968040440908,0.0004383476123931647,0.00043882650636154765,0.00045608949369801765,0.0004653709148947723,0.0004738313750028705,0.00048532483024406054,0.0004959289109725395,0.0005065101872263334,0.0005165213516130049,0.0005276955442086064,0.0005387101054814135,0.0005487440743427699,0.0005589604790016055,0.0005689488389135921,0.0005786863496040447,0.0005885378826679219,0.0005982069799343199,0.0006062569594980899,0.0006148086375049278,0.0006235883602586146,0.0006307489653096734,0.0006386165090759643,0.0006473506228802813,0.0006550813397984628,0.0006623331627482612,0.0006698358349195936,0.000677110462344077,0.000684248262920451,0.0006909299740031269,0.0006972924224402143
Andorra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2942470717660001e-05,0.0,1.2942470717660001e-05,1.2942470717660001e-05,1.2942470717660001e-05,1.2942470717660001e-05,1.2942470717660001e-05,1.2942470717660001e-05,1.2942470717660001e-05,1.2942470717660001e-05,2.5884941435320002e-05,2.5884941435320002e-05,2.5884941435320002e-05,2.5884941435320002e-05,5.1769882870640004e-05,5.1769882870640004e-05,5.1769882870640004e-05,9.059729502362001e-05,0.00023296447291788001,0.00028473435578852004,0.00031061929722384004,0.00032356176794150004,0.00041415906296512003,0.0004918138872710801,0.0005694687115770401,0.0006730084773183201,0.0007894907137772601,0.0009706853038245001,0.00107422506956578,0.00125541965961302,0.00125541965961302,0.0020319679026726202,0.0020319679026726202,0.00205785284410794,0.00261437908496732,0.00261437908496732,0.0029249983821911605,0.0031061929722384003,0.0035074095644858604,0.0036886041545331006,0.00412864815893354,0.00447809486831036,0.0047887141655342,0.004969908755581441,0.004969908755581441,0.004969908755581441,0.005500550055005501,0.00568174464505274,0.006018248883711901,0.006600660066006601,0.006613602536724261,0.006678314890312561,0.00696304924610108,0.0070407040704070405,0.0072477836018896005,0.007338380896913221,0.00741603572121918,0.0075584028991134405,0.007674885135572381,0.007739597489160681,0.007739597489160681,0.00797256196207856,0.0080890441985375,0.0083478936128907,0.008451433378631981,0.008619685497961561,0.008645570439396882,0.008736167734420501,0.008787937617291141,0.0089303047951854,0.0089303047951854,0.00909855691451498,0.009111499385232641,0.009111499385232641,0.009240924092409241,0.009409176211738821,0.009409176211738821,0.009473888565327122,0.009512715977480102,0.009616255743221381,0.009642140684656702,0.009693910567527341,0.010146897042645441,0.010172781984080762,0.01021160939623374,0.01025043680838672,0.01025043680838672,0.0102892642205397,0.010379861515563322,0.01045751633986928,0.010483401281304601,0.010755193166375462,0.010768135637093121,0.010768135637093121,0.010768135637093121,0.0108716754028344,0.010884617873552061,0.01091050281498738,0.010923445285705042,0.010923445285705042,0.010923445285705042,0.010923445285705042,0.010975215168575681,0.01098815763929334,0.01098815763929334,0.01098815763929334,0.011014042580728661,0.011014042580728661,0.011014042580728661,0.011014042580728661,0.011014042580728661,0.011014042580728661,0.01102698505144632,0.01102698505144632,0.01102698505144632,0.01102698505144632,0.01102698505144632,0.01102698505144632,0.011052869992881641,0.011052869992881641,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.0110658124635993,0.01107875493431696,0.011104639875752281,0.01111758234646994,0.01111758234646994,0.01111758234646994,0.011298776936517181,0.011350546819387821,0.011350546819387821,0.011389374231540801,0.01153174140943506,0.01153174140943506,0.01153174140943506,0.01153174140943506,0.01153174140943506,0.011751763411635282,0.011790590823788262,0.01185530317737656,0.01185530317737656,0.01185530317737656,0.011932958001682521,0.011932958001682521,0.012010612825988481,0.012010612825988481,0.012010612825988481,0.012010612825988481,0.012010612825988481
Angola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08526651094064e-08,6.08526651094064e-08,9.127899766410961e-08,9.127899766410961e-08,9.127899766410961e-08,9.127899766410961e-08,1.217053302188128e-07,1.217053302188128e-07,1.217053302188128e-07,1.217053302188128e-07,1.217053302188128e-07,1.217053302188128e-07,1.217053302188128e-07,1.8255799532821923e-07,1.8255799532821923e-07,1.8255799532821923e-07,2.129843278829224e-07,2.129843278829224e-07,2.129843278829224e-07,2.129843278829224e-07,2.434106604376256e-07,2.434106604376256e-07,2.434106604376256e-07,2.434106604376256e-07,2.434106604376256e-07,2.434106604376256e-07,2.434106604376256e-07,2.434106604376256e-07,2.434106604376256e-07,2.434106604376256e-07,2.434106604376256e-07,2.738369929923288e-07,2.738369929923288e-07,3.955423232111416e-07,3.955423232111416e-07,3.955423232111416e-07,3.955423232111416e-07,3.955423232111416e-07,3.955423232111416e-07,3.955423232111416e-07,3.955423232111416e-07,4.5639498832054804e-07,4.5639498832054804e-07,4.5639498832054804e-07,4.5639498832054804e-07,4.868213208752512e-07,4.868213208752512e-07,5.781003185393608e-07,5.781003185393608e-07,5.781003185393608e-07,6.08526651094064e-07,6.08526651094064e-07,6.08526651094064e-07,6.08526651094064e-07,6.08526651094064e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,6.693793162034705e-07,7.6065831386758e-07,8.519373115316897e-07,8.519373115316897e-07,1.2779059672975345e-06,1.2779059672975345e-06,1.338758632406941e-06,1.3996112975163474e-06,1.4300376300710506e-06,2.0385642811651144e-06,2.0385642811651144e-06,2.129843278829224e-06,2.129843278829224e-06,2.1602696113839273e-06,2.1906959439386305e-06,2.251548609048037e-06,2.28197494160274e-06,2.6166645997044755e-06,2.6470909322591787e-06,2.6470909322591787e-06,2.6470909322591787e-06,2.7687962624779916e-06,2.7687962624779916e-06,2.7687962624779916e-06,2.7992225950326948e-06,3.164338585689133e-06,3.2251912507985393e-06,3.4077492461267586e-06,3.468601911236165e-06,3.8032915693379004e-06,3.864144234447306e-06,3.864144234447306e-06,3.864144234447306e-06,4.198833892549042e-06,4.198833892549042e-06,4.229260225103745e-06,4.259686557658448e-06,4.290112890213151e-06,4.381391887877261e-06,4.381391887877261e-06,4.381391887877261e-06,4.5943762157601835e-06,4.624802548314887e-06,6.93720382247233e-06,7.271893480574065e-06,7.606583138675801e-06,7.606583138675801e-06,7.637009471230503e-06,7.728288468894613e-06,8.184683457215161e-06,8.397667785098083e-06,8.5497994478716e-06,8.580225780426303e-06,8.610652112981006e-06,9.523442089622102e-06,1.0618790061591418e-05,1.3570144319397628e-05,1.4878476619249866e-05,1.5639134933117445e-05,1.569998759822685e-05,1.624766158421151e-05,1.70995988957432e-05,1.728215689107142e-05,1.776897821194667e-05,1.8590489190923656e-05,1.929029483968183e-05,1.9533705500119456e-05,1.9685837162892972e-05,1.9929247823330598e-05,1.9990100488440004e-05,1.9990100488440004e-05,2.0385642811651146e-05,2.1724401444058087e-05,2.1785254109167494e-05,2.1906959439386307e-05,2.3032733743910326e-05,2.4036802718215528e-05,2.5405987683177173e-05,2.7322846634123475e-05,2.7627109959670507e-05,2.7809667954998727e-05
Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0211584020913323e-05,2.0423168041826647e-05,2.0423168041826647e-05,2.0423168041826647e-05,2.0423168041826647e-05,2.0423168041826647e-05,2.0423168041826647e-05,5.105792010456662e-05,5.105792010456662e-05,6.126950412547994e-05,6.126950412547994e-05,6.126950412547994e-05,6.126950412547994e-05,6.126950412547994e-05,0.00010211584020913325,0.0001327505922718732,0.0001327505922718732,0.00014296217629278653,0.00014296217629278653,0.00014296217629278653,0.00014296217629278653,0.00014296217629278653,0.00014296217629278653,0.00014296217629278653,0.00018380851237643985,0.00018380851237643985,0.00018380851237643985,0.00018380851237643985,0.00019402009639735317,0.00019402009639735317,0.00019402009639735317,0.00019402009639735317,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00022465484846009314,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.00023486643248100646,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002552896005228331,0.0002655011845437464,0.0002655011845437464,0.0002655011845437464,0.0002655011845437464,0.0002655011845437464,0.0002655011845437464,0.0002655011845437464,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006126950412547994,0.0006229066252757127,0.0006229066252757127,0.0006433297933175394,0.0006433297933175394,0.0006433297933175394,0.0006943877134221061,0.0006943877134221061,0.0007148108814639327,0.0007148108814639327,0.0007148108814639327,0.0007148108814639327,0.0007148108814639327,0.0007965035536312393,0.0007965035536312393,0.0008067151376521526,0.0008067151376521526,0.0008067151376521526,0.0008067151376521526,0.0008067151376521526,0.0008067151376521526,0.0008067151376521526,0.0008067151376521526,0.0008067151376521526,0.0008781962257985459,0.0008781962257985459,0.0009292541459031125,0.0009292541459031125,0.0009292541459031125,0.0009292541459031125,0.0009394657299240258,0.0009394657299240258,0.0009394657299240258,0.0009394657299240258
